year1,year2,coef_year1,coef_year2,std_err_year1,std_err_year2,t_stat_year1,t_stat_year2,p_value_year1,p_value_year2
1950,1951,0,-0.019595135364773544,0,0.03226040014510472,0,-0.607405217437979,1.0,0.5448689203060527
1950,1952,0,-0.035323374350980374,0,0.030927265313430343,0,-1.1421434773814612,1.0,0.25589712737875325
1950,1953,0,-0.004808503138480497,0,0.03460195787436856,0,-0.1389662156095046,1.0,0.889764954725709
1950,1954,0,-0.0027117829280445998,0,0.030733120033598686,0,-0.08823649942081928,1.0,0.9298004460087141
1950,1955,0,-0.017060280149093596,0,0.02815171092465065,0,-0.6060121956621471,1.0,0.5453930905111408
1950,1956,0,-0.014596556280980456,0,0.02639612201734272,0,-0.5529810883352585,1.0,0.5807724701159671
1950,1957,0,-0.026768928813849575,0,0.0233127383190188,0,-1.1482533045897563,1.0,0.2518235078507552
1950,1958,0,-0.0205010309701441,0,0.024105195857138297,0,-0.8504818252315967,1.0,0.39566290659770353
1950,1959,0,-0.0012662257170060528,0,0.026513512321064053,0,-0.047757750903492366,1.0,0.9619357174770318
1950,1960,0,0.004207000468727625,0,0.026678710871583904,0,0.15769129509209517,1.0,0.8747985930622696
1950,1961,0,-0.023243031816294127,0,0.024916061115283508,0,-0.9328533795430793,1.0,0.3515989865715946
1950,1962,0,-0.01911897208852094,0,0.024269841063864362,0,-0.7877666787438254,1.0,0.43135445605639877
1950,1963,0,-0.00996591463797211,0,0.026496850575440996,0,-0.37611695056351974,1.0,0.707020773493765
1950,1964,0,-0.01218718925776888,0,0.026226925460766302,0,-0.4646823462399391,1.0,0.6423930631839654
1950,1965,0,-0.005638860111092752,0,0.0264863636352566,0,-0.21289672635871906,1.0,0.8315146342792907
1950,1966,0,0.016657098257474356,0,0.026865691029096497,0,0.6200137654912404,1.0,0.5356089658381369
1950,1967,0,0.01295527890181141,0,0.026879771523315724,0,0.4819713177462799,1.0,0.6300643456997524
1950,1968,0,0.025408306427885583,0,0.028159961949378635,0,0.9022848281386343,1.0,0.36740262575079974
1950,1969,0,-0.005336210982036384,0,0.026211877596451126,0,-0.20357988329530666,1.0,0.8387934307119975
1950,1970,0,0.043778838176860596,0,0.030678692367021285,0,1.4270112185068746,1.0,0.15435483217504117
1950,1971,0,0.033627724598606655,0,0.02884755460585006,0,1.1657045131925052,1.0,0.24440833476119342
1950,1972,0,0.02275559990718587,0,0.02790736408635091,0,0.8153976791493291,1.0,0.41533239676389144
1950,1973,0,0.031756254276060526,0,0.028380856748051003,0,1.118932192850074,1.0,0.2637781606395386
1950,1974,0,0.014385743546257088,0,0.026383720972777767,0,0.5452507461362266,1.0,0.5858768386796606
1950,1975,0,0.015884550264007372,0,0.02695194469892794,0,0.5893656447224459,1.0,0.5559078903955814
1950,1976,0,0.02648615089452535,0,0.028263137160915334,0,0.9371270692183686,1.0,0.3492516826860246
1950,1977,0,0.02033839767051525,0,0.028406848112813698,0,0.7159681211285475,1.0,0.47436137757478847
1950,1978,0,-0.0031485411089325344,0,0.025940884878493987,0,-0.12137369729984804,1.0,0.9034430431330338
1950,1979,0,-0.010932737597978383,0,0.02477678924029377,0,-0.44124916638507744,1.0,0.6592118947084971
1950,1980,0,-0.0054671481189568424,0,0.025759398437724776,0,-0.2122389671550006,1.0,0.8319981117206022
1950,1981,0,0.0005519803067122117,0,0.025883366086341113,0,0.02132567707271647,1.0,0.9829933372281969
1950,1982,0,0.0015071369003709402,0,0.02614914730081115,0,0.05763617769380146,1.0,0.9540601547069991
1950,1983,0,-0.001418615274174275,0,0.025469800654056265,0,-0.055697933935275994,1.0,0.9556017930725013
1950,1984,0,-0.008147565202559114,0,0.02514243912857578,0,-0.3240562763578078,1.0,0.746024735165318
1950,1985,0,-0.01254708560331437,0,0.02447413099652082,0,-0.5126672569129433,1.0,0.6084323383738521
1950,1986,0,0.004854429068416315,0,0.02605193814459385,0,0.1863365804675718,1.0,0.8522544834091184
1950,1987,0,-0.00866004961649756,0,0.024946402045514793,0,-0.34714623779001363,1.0,0.7286323517394053
1950,1988,0,-0.0021879932187528466,0,0.026032782754128816,0,-0.08404761179078443,1.0,0.9330542870608561
1950,1989,0,0.008427257177459947,0,0.02552215005211046,0,0.3301938575023418,1.0,0.741396065802135
1950,1990,0,0.0017637887237768948,0,0.025663694292576856,0,0.06872700023889644,1.0,0.9452367254254195
1950,1991,0,0.009859389278641797,0,0.027338005680334492,0,0.36064771490387526,1.0,0.718500782145211
1950,1992,0,-0.004545490063185234,0,0.023925984240888567,0,-0.18998131978274777,1.0,0.8493929830470264
1950,1993,0,0.009611987880978223,0,0.02622543234198125,0,0.36651399129048895,1.0,0.714126747492215
1950,1994,0,-0.016774417007969514,0,0.02434709584476351,0,-0.6889699336184812,1.0,0.49115306005434745
1950,1995,0,0.009396560198370185,0,0.027016645439294433,0,0.34780632626963126,1.0,0.7281542607046434
1950,1996,0,0.01167922681115547,0,0.02617342650127073,0,0.44622460152813537,1.0,0.6556445296828675
1950,1997,0,0.004041949052741547,0,0.026600016784290414,0,0.15195287602708069,1.0,0.8792919031611539
1950,1998,0,-0.00803955332476685,0,0.02318988640068433,0,-0.3466836010257301,1.0,0.7289872201568126
1950,1999,0,0.02457453515707063,0,0.0270313804171383,0,0.9091113653037861,1.0,0.3637116949498379
1950,2000,0,0.023509036447191947,0,0.02751782698890154,0,0.8543202359936919,1.0,0.3934010753738959
1950,2001,0,0.009948604259320008,0,0.027111037064398304,0,0.3669577167294838,1.0,0.7138012867717041
